index,English Word,Valence,Arousal,Dominance,Turkish Word,Joy,Anger,Sadness,Fear,Disgust
4544,definition,0.573,0.375,0.579,tanım,1.94,1.35,1.31,1.37,1.36
4545,definitive,0.583,0.479,0.787,kesin,2.25,1.35,1.31,1.39,1.33
4546,deflate,0.148,0.404,0.237,söndürmek,1.71,1.48,1.41,1.47,1.53
4547,deflation,0.287,0.536,0.407,deflasyon,1.3,2.34,2.27,2.43,2.19
4548,deflect,0.133,0.491,0.482,saptırma,1.74,1.46,1.39,1.45,1.5
4549,deflection,0.188,0.5,0.382,sapma,1.58,1.73,1.61,1.72,1.72
4550,defloration,0.188,0.69,0.434,kızlığını bozma,1.98,1.59,1.49,1.74,1.46
4551,deform,0.112,0.654,0.284,deforme etmek,1.48,1.85,1.75,1.81,1.89
4552,deformed,0.198,0.435,0.308,deforme olmuş,1.24,2.37,2.38,2.38,2.33
4553,deformity,0.16,0.569,0.241,şekil bozukluğu,1.24,2.37,2.41,2.36,2.36
4554,defraud,0.175,0.635,0.314,dolandırmak,1.07,2.64,2.22,2.23,3.14
4555,defray,0.375,0.598,0.653,savaşmak,1.93,1.36,1.31,1.37,1.36
4556,defrost,0.427,0.317,0.389,buz çözme,1.79,1.39,1.34,1.4,1.41
4557,deft,0.719,0.575,0.849,usta,1.96,1.4,1.36,1.43,1.4
4558,defunct,0.112,0.491,0.272,feshedilmiş,1.67,1.5,1.48,1.51,1.52
4559,defuse,0.167,0.48,0.43,etkisiz hale getirmek,1.78,1.46,1.4,1.48,1.46
4560,defy,0.353,0.884,0.657,meydan okumak,1.74,1.61,1.54,1.68,1.55
4561,degeneracy,0.143,0.72,0.298,yozlaşma,1.28,2.31,2.39,2.4,2.16
4562,degenerate,0.069,0.724,0.264,dejenere,1.26,2.36,2.33,2.38,2.3
4563,degeneration,0.245,0.578,0.371,dejenerasyon,1.3,2.3,2.39,2.39,2.16
4564,degradation,0.16,0.608,0.315,bozulma,1.26,2.35,2.37,2.38,2.27
4565,degrade,0.083,0.5,0.184,küçük görmek,1.22,2.34,2.33,2.25,2.4
4566,degraded,0.167,0.433,0.205,bozulmuş,1.29,2.18,2.17,2.09,2.28
4567,degrading,0.031,0.583,0.232,aşağılayıcı,1.12,2.61,2.64,2.58,2.61
4568,degree,0.724,0.365,0.663,derece,1.91,1.36,1.31,1.37,1.36
4569,dehydrated,0.31,0.685,0.212,susuz,1.33,2.21,2.15,2.17,2.25
4570,dehydration,0.188,0.472,0.259,dehidrasyon,1.26,2.34,2.34,2.34,2.33
4571,dejected,0.104,0.654,0.347,keyifsiz,1.29,2.19,2.23,2.1,2.33
4572,delay,0.204,0.51,0.162,gecikme,1.53,1.74,1.79,1.77,1.76
4573,delayed,0.188,0.49,0.216,gecikmiş,1.62,1.76,1.74,1.84,1.7
4574,delectable,0.781,0.642,0.718,nefis,3.31,1.27,1.29,1.35,1.2
4575,delegate,0.612,0.491,0.658,temsilci,1.79,1.39,1.33,1.4,1.4
4576,delegation,0.562,0.431,0.609,delegasyon,1.78,1.4,1.34,1.41,1.41
4577,delete,0.292,0.298,0.409,silmek,1.6,1.62,1.42,1.42,1.92
4578,deleterious,0.297,0.725,0.44,zararlı,1.31,2.23,2.23,2.23,2.21
4579,deletion,0.062,0.506,0.462,silme,1.55,1.74,1.71,1.74,1.77
4580,deli,0.561,0.448,0.447,Şarküteri,1.9,1.37,1.32,1.39,1.38
4581,deliberate,0.551,0.654,0.682,"kasten, kasıtlı, planlı",1.72,1.51,1.46,1.53,1.5
4582,deliberation,0.561,0.678,0.596,üzerinde düşünme,1.81,1.44,1.38,1.47,1.44
4583,deliberative,0.392,0.552,0.573,müzakereci,1.78,1.44,1.38,1.46,1.44
4584,delicacy,0.812,0.279,0.336,incelik,3.2,1.24,1.25,1.3,1.19
4585,delicate,0.583,0.294,0.366,narin,3.12,1.26,1.27,1.32,1.21
4586,delicatessen,0.656,0.474,0.4,Şarküteri,2.76,1.28,1.27,1.32,1.26
4587,delicious,0.927,0.65,0.589,lezzetli,3.44,1.25,1.28,1.33,1.18
4588,delight,0.949,0.666,0.647,zevk,3.55,1.26,1.29,1.36,1.17
4589,delighted,0.938,0.664,0.685,memnun,3.47,1.24,1.27,1.33,1.17
4590,delightful,0.918,0.735,0.644,keyifli,3.45,1.24,1.27,1.33,1.16
4591,delineate,0.448,0.43,0.445,betimlemek,1.8,1.39,1.33,1.39,1.4
4592,delineation,0.521,0.402,0.314,tasvir,1.8,1.41,1.35,1.42,1.42
4593,delinquency,0.135,0.86,0.508,suçluluk,1.15,2.59,2.62,2.64,2.49
4594,delinquent,0.051,0.904,0.5,suçlu,1.3,2.28,2.22,2.28,2.27
4595,delirious,0.219,0.774,0.538,çılgın,1.5,2.15,2.12,2.41,1.85
4596,delirium,0.233,0.694,0.484,deliryum,1.41,2.14,2.14,2.26,2.0
4597,deliver,0.583,0.37,0.582,teslim etmek,2.78,1.31,1.29,1.37,1.26
4598,deliverance,0.75,0.52,0.658,kurtuluş,2.57,1.38,1.35,1.46,1.32
4599,delivery,0.704,0.461,0.786,teslimat,2.6,1.34,1.31,1.4,1.29
4600,dell,0.458,0.38,0.453,dell,1.85,1.37,1.31,1.38,1.38
4601,delta,0.551,0.343,0.509,delta,1.85,1.38,1.33,1.39,1.38
4602,delude,0.143,0.627,0.353,aldanmak,1.53,1.81,1.75,1.8,1.83
4603,deluge,0.245,0.714,0.612,tufan,1.64,1.78,1.73,1.92,1.65
4604,delusion,0.344,0.647,0.4,yanılsama,1.25,2.41,2.35,2.42,2.36
4605,delusional,0.219,0.745,0.327,sanrılı,1.23,2.54,2.57,2.63,2.39
4606,deluxe,0.792,0.612,0.755,lüks,3.04,1.25,1.26,1.31,1.21
4607,delve,0.469,0.529,0.684,araştırmak,1.97,1.45,1.38,1.5,1.42
4608,demand,0.292,0.673,0.5,talep etmek,2.52,1.46,1.39,1.59,1.35
4609,demanding,0.396,0.75,0.828,talep etmek,1.4,2.36,2.21,2.36,2.3
4610,demeaned,0.271,0.52,0.212,aşağılanmış,1.19,2.44,2.44,2.38,2.48
4611,demeaning,0.104,0.645,0.308,alçaltıcı,1.16,2.49,2.44,2.35,2.62
4612,demeanor,0.633,0.433,0.657,tavır,1.98,1.36,1.32,1.38,1.36
4613,demented,0.088,0.787,0.309,çılgın,1.25,2.43,2.38,2.48,2.36
4614,dementia,0.092,0.779,0.337,bunama,1.12,2.6,2.99,2.8,2.32
4615,demise,0.104,0.596,0.456,ölmek,1.28,2.33,2.45,2.46,2.17
4616,demo,0.51,0.314,0.423,demo,2.17,1.33,1.3,1.35,1.32
4617,democracy,0.68,0.5,0.84,demokrasi,2.69,1.32,1.3,1.38,1.28
4618,democrat,0.582,0.4,0.755,demokrat,1.74,1.74,1.64,1.77,1.7
4619,democratic,0.802,0.519,0.798,demokratik,2.28,1.36,1.32,1.4,1.34
4620,demographic,0.459,0.356,0.594,demografik,1.91,1.4,1.35,1.43,1.39
4621,demolish,0.125,0.632,0.7,yıkmak,1.29,2.23,1.9,1.95,2.54
4622,demolished,0.271,0.647,0.353,yıkılmış,1.33,2.16,2.11,2.09,2.2
4623,demolition,0.133,0.827,0.541,yıkım,1.29,2.4,2.32,2.52,2.19
4624,demon,0.037,0.908,0.509,iblis,1.38,2.28,2.07,2.36,2.19
4625,demonic,0.146,0.875,0.6,şeytani,1.23,2.67,2.58,2.88,2.38
4626,demonstrable,0.735,0.471,0.749,kanıtlanabilir,1.85,1.42,1.37,1.44,1.41
4627,demonstrate,0.771,0.552,0.839,göstermek,2.29,1.33,1.3,1.37,1.31
4628,demonstrated,0.617,0.5,0.649,gösterdi,2.24,1.36,1.32,1.4,1.33
4629,demonstrating,0.698,0.571,0.693,gösteren,2.4,1.34,1.31,1.39,1.31
4630,demonstration,0.551,0.676,0.679,gösteri,2.42,1.36,1.32,1.42,1.31
4631,demonstrative,0.656,0.528,0.736,gösterici,2.41,1.46,1.4,1.54,1.38
4632,demonstrator,0.52,0.598,0.733,gösterici,2.27,1.35,1.31,1.39,1.32
4633,demoralized,0.082,0.59,0.149,morali bozuk,1.25,2.35,2.43,2.4,2.28
4634,demos,0.418,0.37,0.368,demolar,2.1,1.37,1.33,1.4,1.35
4635,demure,0.69,0.315,0.417,ağırbaşlı,1.93,1.39,1.34,1.42,1.39
4636,den,0.51,0.347,0.398,den,1.8,1.42,1.37,1.43,1.44
4637,deniability,0.23,0.509,0.417,inkar edilebilirlik,1.8,1.4,1.35,1.41,1.42
4638,denial,0.194,0.435,0.318,inkar,1.32,2.26,2.2,2.24,2.25
4639,denied,0.188,0.604,0.333,reddedildi,1.38,2.13,2.05,2.08,2.18
4640,denim,0.52,0.382,0.327,kot,2.58,1.28,1.26,1.32,1.26
4641,denomination,0.49,0.363,0.429,mezhep,1.92,1.37,1.33,1.39,1.38
4642,denominational,0.458,0.375,0.679,mezhep,1.86,1.39,1.34,1.41,1.4
4643,denominator,0.45,0.41,0.613,payda,1.76,1.41,1.36,1.42,1.43
4644,denote,0.448,0.471,0.534,belirtmek,1.78,1.36,1.31,1.37,1.38
4645,denounce,0.083,0.78,0.426,kınamak,1.37,2.18,2.0,2.12,2.21
4646,dense,0.354,0.343,0.536,yoğun,1.68,1.48,1.46,1.5,1.5
4647,density,0.602,0.471,0.561,yoğunluk,1.79,1.39,1.33,1.39,1.4
4648,dent,0.306,0.606,0.325,göçük,1.42,1.87,1.66,1.62,2.2
4649,dental,0.573,0.404,0.463,diş,1.68,1.53,1.51,1.53,1.57
4650,dentist,0.479,0.62,0.642,diş doktoru,1.79,1.46,1.41,1.47,1.48
4651,dentistry,0.429,0.57,0.569,diş hekimliği,1.98,1.38,1.34,1.4,1.38
4652,dentists,0.364,0.6,0.582,diş hekimleri,1.68,1.6,1.56,1.6,1.64
4653,denunciation,0.146,0.83,0.561,ihbar,1.33,2.25,2.07,2.21,2.25
4654,deny,0.316,0.667,0.321,reddetmek,1.39,2.01,1.55,1.54,2.63
4655,denying,0.08,0.542,0.272,inkar,1.55,1.81,1.5,1.56,2.14
4656,deodorant,0.48,0.265,0.269,deodorant,1.91,1.36,1.31,1.37,1.37
4657,depart,0.398,0.48,0.444,yola çıkmak,1.76,1.41,1.36,1.41,1.43
4658,departed,0.245,0.536,0.391,ayrıldı,1.74,1.49,1.46,1.52,1.49
4659,department,0.708,0.358,0.642,Bölüm,1.87,1.37,1.32,1.38,1.38
4660,departmental,0.612,0.422,0.446,departman,1.76,1.4,1.34,1.4,1.41
4661,departure,0.573,0.5,0.426,kalkış,1.71,1.52,1.42,1.51,1.54
4662,depend,0.388,0.429,0.358,bağımlı,1.85,1.38,1.33,1.4,1.39
4663,dependable,0.88,0.357,0.741,güvenilir,3.41,1.2,1.22,1.27,1.14
4664,dependant,0.357,0.404,0.451,bağımlı,1.89,1.48,1.43,1.52,1.45
4665,dependence,0.25,0.451,0.433,bağımlılık,1.4,2.03,2.07,2.03,2.0
4666,dependency,0.429,0.365,0.356,bağımlılık,1.32,2.19,2.17,2.15,2.21
4667,dependent,0.354,0.455,0.404,bağımlı,1.67,1.67,1.63,1.71,1.63
4668,depict,0.663,0.529,0.723,göstermek,1.92,1.37,1.33,1.39,1.36
4669,depicting,0.49,0.566,0.602,tasvir eden,2.39,1.34,1.32,1.38,1.31
4670,depletion,0.153,0.37,0.236,tüketme,1.34,2.19,2.23,2.23,2.1
4671,deplorable,0.135,0.657,0.23,içler acısı,1.23,2.43,2.47,2.45,2.37
4672,deplore,0.135,0.575,0.373,üzülmek,1.49,1.85,1.78,1.76,1.97
4673,deploy,0.5,0.52,0.585,dağıtmak,1.57,1.94,1.72,2.06,1.76
4674,deployment,0.51,0.52,0.612,dağıtım,1.44,2.21,2.07,2.36,1.99
4675,deport,0.167,0.667,0.546,sınır dışı etmek,1.26,2.36,2.41,2.37,2.3
4676,deportation,0.104,0.786,0.45,sınır dışı etme,1.34,2.23,2.27,2.32,2.1
4677,depose,0.286,0.42,0.451,tahttan indirmek,1.44,1.92,1.71,1.75,2.13
4678,deposit,0.54,0.379,0.483,Depozito,3.06,1.25,1.27,1.31,1.22
4679,depositary,0.604,0.431,0.5,emanetçi,1.78,1.41,1.36,1.42,1.42
4680,deposition,0.394,0.51,0.471,biriktirme,1.32,2.16,2.11,2.06,2.24
4681,depository,0.551,0.373,0.481,depo,1.81,1.42,1.36,1.44,1.42
4682,depot,0.635,0.255,0.471,depo,1.76,1.38,1.32,1.38,1.4
4683,depraved,0.031,0.837,0.395,ahlaksız,1.2,2.6,2.54,2.65,2.5
4684,depravity,0.115,0.854,0.453,ahlaksızlık,1.23,2.52,2.43,2.56,2.43
4685,depreciate,0.27,0.623,0.445,değer kaybetmek,1.74,1.61,1.53,1.59,1.65
4686,depreciated,0.135,0.672,0.25,amortismana tabi tutulmuş,1.72,1.71,1.71,1.69,1.74
4687,depreciation,0.143,0.571,0.386,amortisman,1.66,1.72,1.61,1.7,1.75
4688,depress,0.219,0.635,0.528,bunalıma girmek,1.22,2.34,2.32,2.19,2.51
4689,depressed,0.024,0.445,0.136,bunalımlı,1.19,2.47,2.57,2.47,2.43
4690,depressing,0.146,0.559,0.216,iç karartıcı,1.21,2.44,2.47,2.4,2.46
4691,depression,0.031,0.52,0.232,depresyon,1.19,2.54,2.77,2.73,2.26
4692,depressive,0.143,0.434,0.202,depresif,1.22,2.42,2.49,2.43,2.41
4693,depresson,0.135,0.4,0.308,depresyon,,,,,
4694,deprivation,0.194,0.61,0.413,yoksunluk,1.23,2.46,2.48,2.53,2.33
4695,deprive,0.271,0.591,0.34,mahrum etmek,1.21,2.38,2.2,2.2,2.56
4696,deprived,0.354,0.506,0.536,yoksun,1.44,2.09,2.03,2.04,2.13
4697,depth,0.708,0.561,0.759,derinlik,2.05,1.35,1.31,1.38,1.35
4698,deputy,0.429,0.53,0.787,milletvekili,1.76,1.4,1.34,1.41,1.42
4699,derail,0.108,0.802,0.375,raydan çıkmak,1.26,2.29,2.21,2.25,2.3
4700,deranged,0.376,0.868,0.357,dengesiz,1.26,2.48,2.47,2.66,2.24
4701,derelict,0.208,0.47,0.237,sahipsiz,1.35,2.06,2.0,1.94,2.2
4702,derision,0.265,0.67,0.292,alay,1.46,2.13,1.97,2.07,2.16
4703,derivation,0.521,0.519,0.644,türetme,1.8,1.39,1.33,1.39,1.4
4704,derivative,0.541,0.491,0.508,türev,1.74,1.49,1.42,1.5,1.48
4705,derive,0.396,0.324,0.36,türetmek,1.86,1.37,1.31,1.38,1.37
4706,dermal,0.385,0.406,0.443,dermal,1.64,1.58,1.52,1.57,1.6
4707,dermatologist,0.531,0.358,0.528,dermatolog,2.48,1.35,1.32,1.38,1.35
4708,dermatology,0.422,0.5,0.556,dermatoloji,1.91,1.47,1.41,1.49,1.46
4709,derogation,0.208,0.46,0.327,derogasyon,1.5,1.82,1.68,1.74,1.91
4710,derogatory,0.122,0.58,0.404,aşağılayıcı,1.22,2.45,2.37,2.39,2.49
4711,descend,0.385,0.535,0.231,inmek,1.87,1.48,1.39,1.53,1.44
4712,descendant,0.684,0.42,0.625,azalan,1.99,1.39,1.34,1.43,1.38
4713,descendent,0.391,0.48,0.565,soyundan gelen,1.99,1.42,1.35,1.46,1.38
4714,descending,0.219,0.493,0.25,Azalan,1.76,1.46,1.4,1.49,1.46
4715,descent,0.3,0.402,0.158,iniş,2.31,1.42,1.37,1.5,1.35
4716,describe,0.542,0.472,0.555,betimlemek,2.4,1.3,1.29,1.34,1.28
4717,description,0.582,0.425,0.596,tanım,2.19,1.33,1.3,1.36,1.32
4718,descriptive,0.667,0.352,0.57,tanımlayıcı,2.5,1.3,1.29,1.34,1.28
4719,desecrate,0.255,0.806,0.509,saygısızlık etmek,1.22,2.49,2.24,2.36,2.59
4720,desecration,0.125,0.833,0.564,hürmetsizlik,1.19,2.57,2.59,2.63,2.43
4721,desert,0.469,0.279,0.389,çöl,2.06,1.42,1.38,1.49,1.39
4722,deserted,0.156,0.48,0.214,ıssız,1.39,2.01,2.02,1.95,2.08
4723,deserter,0.122,0.71,0.366,asker kaçağı,1.24,2.49,2.48,2.64,2.24
4724,desertion,0.122,0.63,0.289,firar,1.37,2.07,2.08,2.04,2.09
4725,deserve,0.802,0.436,0.613,hak etmek,3.43,1.22,1.26,1.29,1.17
4726,deserved,0.781,0.582,0.689,hak edilmiş,2.95,1.29,1.29,1.36,1.24
4727,deserving,0.802,0.596,0.858,hak eden,3.27,1.25,1.27,1.32,1.19
4728,design,0.796,0.327,0.632,tasarım,2.54,1.29,1.27,1.34,1.25
4729,designate,0.531,0.538,0.683,atamak,1.89,1.35,1.31,1.37,1.36
4730,designated,0.5,0.412,0.616,belirlenmiş,1.86,1.37,1.32,1.38,1.37
4731,designation,0.612,0.571,0.675,atama,1.87,1.37,1.33,1.39,1.38
4732,designed,0.745,0.38,0.595,tasarlanmış,2.49,1.3,1.28,1.35,1.27
4733,designer,0.875,0.519,0.67,tasarımcı,2.49,1.3,1.27,1.34,1.27
4734,designing,0.792,0.355,0.552,tasarlamak,2.35,1.32,1.3,1.36,1.3
4735,desirability,0.684,0.55,0.675,arzu edilirlik,2.67,1.31,1.29,1.36,1.27
4736,desirable,0.74,0.735,0.75,arzu edilen,3.27,1.24,1.26,1.31,1.17
4737,desire,0.896,0.692,0.647,arzu,3.07,1.29,1.29,1.37,1.22
4738,desiring,0.814,0.821,0.632,arzulayan,2.64,1.32,1.3,1.37,1.29
4739,desirous,0.719,0.824,0.562,arzulu,2.71,1.32,1.32,1.38,1.28
4740,desist,0.22,0.358,0.291,vazgeçmek,1.54,1.75,1.58,1.63,1.92
4741,desk,0.51,0.135,0.422,sıra,1.78,1.32,1.26,1.31,1.35
4742,desolate,0.104,0.32,0.228,ıssız,1.37,2.05,2.05,2.0,2.1
4743,desolation,0.073,0.481,0.273,ıssızlık,1.24,2.39,2.31,2.36,2.39
4744,despair,0.115,0.794,0.245,çaresizlik,1.32,2.26,2.31,2.29,2.21
4745,despairing,0.073,0.735,0.286,umutsuz,1.24,2.43,2.38,2.41,2.42
4746,despatch,0.448,0.4,0.613,sevkıyat,1.84,1.39,1.34,1.4,1.39
4747,desperado,0.26,0.745,0.361,çaresiz,1.56,1.92,1.82,2.0,1.8
4748,desperate,0.083,0.842,0.337,çaresiz,1.3,2.42,2.34,2.49,2.28
4749,desperation,0.125,0.904,0.419,çaresizlik,1.27,2.42,2.4,2.52,2.25
4750,despicable,0.146,0.71,0.255,aşağılık,1.22,2.59,2.64,2.69,2.39
4751,despise,0.167,0.745,0.296,tiksinmek,1.22,2.34,2.12,2.06,2.68
4752,despondent,0.133,0.378,0.221,umutsuz,1.31,2.28,2.29,2.3,2.23
4753,despotic,0.141,0.824,0.592,despot,1.3,2.3,2.18,2.29,2.25
4754,despotism,0.255,0.696,0.62,despotizm,1.34,2.2,2.18,2.23,2.12
4755,dessert,0.755,0.491,0.404,tatlı,3.54,1.2,1.24,1.28,1.13
4756,destination,0.708,0.471,0.637,hedef,3.06,1.26,1.26,1.33,1.2
4757,destined,0.698,0.462,0.617,mukadder,2.55,1.38,1.35,1.46,1.32
4758,destiny,0.781,0.413,0.611,Kader,3.09,1.3,1.3,1.4,1.22
4759,destitute,0.13,0.451,0.222,muhtaç,1.18,2.4,2.37,2.25,2.58
4760,destroy,0.046,0.935,0.635,tahrip etmek,1.18,2.62,2.4,2.59,2.58
4761,destroyed,0.031,0.696,0.288,yerlebir edilmiş,1.25,2.48,2.49,2.63,2.24
4762,destroyer,0.083,0.83,0.543,yok edici,1.18,2.69,2.7,2.9,2.33
4763,destroying,0.041,0.828,0.66,yok etmek,1.23,2.53,2.42,2.53,2.46
4764,destruct,0.071,0.868,0.525,yok etmek,1.25,2.59,2.46,2.79,2.25
4765,destruction,0.102,0.929,0.613,yıkım,1.29,2.46,2.39,2.64,2.19
4766,destructive,0.177,0.87,0.713,yıkıcı,1.25,2.61,2.52,2.75,2.36
4767,detach,0.357,0.625,0.45,ayırmak,1.74,1.41,1.35,1.41,1.43
4768,detached,0.28,0.396,0.216,müstakil,1.81,1.38,1.33,1.39,1.39
4769,detachment,0.243,0.7,0.443,önyargısız olma,1.7,1.55,1.48,1.55,1.57
4770,detail,0.514,0.406,0.528,detay,2.9,1.24,1.25,1.29,1.2
4771,detailed,0.603,0.314,0.472,detaylı,2.72,1.3,1.29,1.36,1.26
4772,details,0.583,0.367,0.481,detaylar,2.35,1.34,1.31,1.38,1.32
4773,detain,0.351,0.345,0.43,alıkoymak,1.28,2.25,2.2,2.25,2.21
4774,detainee,0.306,0.51,0.321,tutuklu,1.25,2.22,2.21,2.19,2.24
4775,detect,0.531,0.52,0.565,tespit etmek,1.75,1.42,1.36,1.42,1.45
4776,detectable,0.479,0.539,0.649,algılanabilir,1.72,1.51,1.48,1.55,1.49
4777,detection,0.708,0.567,0.538,tespit etme,1.66,1.68,1.52,1.6,1.77
4778,detective,0.5,0.764,0.901,dedektif,1.74,1.58,1.49,1.67,1.51
4779,detector,0.459,0.63,0.724,dedektör,1.76,1.43,1.36,1.42,1.46
4780,detention,0.265,0.698,0.562,gözaltı,1.23,2.32,2.35,2.33,2.28
4781,deter,0.344,0.537,0.567,caydırmak,1.57,1.65,1.53,1.55,1.81
4782,detergent,0.458,0.304,0.426,deterjan,1.8,1.4,1.35,1.41,1.41
4783,deteriorate,0.083,0.471,0.202,bozulmak,1.31,2.22,2.22,2.2,2.22
4784,deteriorated,0.053,0.549,0.237,bozulmuş,1.23,2.32,2.32,2.23,2.42
4785,deteriorating,0.104,0.459,0.112,bozulan,1.2,2.48,2.46,2.47,2.45
4786,deterioration,0.13,0.512,0.283,bozulma,1.28,2.33,2.34,2.37,2.26
4787,determinable,0.625,0.565,0.723,belirlenebilir,1.85,1.4,1.36,1.42,1.41
4788,determinate,0.63,0.314,0.772,belirli,1.86,1.39,1.34,1.41,1.39
4789,determination,0.776,0.725,0.795,belirleme,3.06,1.27,1.27,1.34,1.22
4790,determine,0.612,0.368,0.776,belirlemek,2.18,1.32,1.29,1.35,1.31
4791,determined,0.76,0.528,0.673,belirlenen,2.36,1.35,1.31,1.39,1.32
4792,deterrent,0.292,0.461,0.385,caydırıcı,1.77,1.49,1.38,1.44,1.58
4793,detest,0.083,0.8,0.492,nefret etmek,1.17,2.36,2.12,2.02,2.78
4794,detestation,0.177,0.637,0.412,nefret,1.34,2.25,2.06,2.13,2.34
4795,detonate,0.375,0.85,0.696,patlatmak,1.34,2.44,2.27,2.73,2.07
4796,detonation,0.167,0.931,0.741,patlama,1.38,2.4,2.24,2.71,2.01
4797,detonator,0.207,0.875,0.75,patlatıcı,1.5,2.06,1.9,2.28,1.8
4798,detour,0.398,0.539,0.309,dolambaçlı yol,1.55,1.75,1.71,1.78,1.74
4799,detract,0.344,0.438,0.368,küçümsemek,1.8,1.42,1.37,1.43,1.43
4800,detriment,0.281,0.538,0.263,Aleyhine,1.36,2.1,1.9,1.98,2.24
4801,detrimental,0.203,0.679,0.387,zararlı,1.22,2.44,2.37,2.38,2.48
4802,detritus,0.276,0.353,0.363,döküntü,1.44,1.9,1.83,1.82,2.0
4803,deuce,0.479,0.338,0.425,ikili,1.69,1.51,1.46,1.52,1.51
4804,deutschmark,0.439,0.431,0.509,deutschmark,1.78,1.51,1.45,1.51,1.52
4805,devalued,0.321,0.462,0.212,devalüe edilmiş,1.2,2.47,2.65,2.55,2.32
4806,devastate,0.021,0.796,0.509,harap etmek,1.27,2.46,2.41,2.6,2.23
4807,devastated,0.12,0.544,0.264,harap,1.18,2.67,2.78,2.9,2.34
4808,devastating,0.104,0.856,0.419,yıkıcı,1.24,2.6,2.6,2.8,2.3
4809,devastation,0.09,0.904,0.472,yıkım,1.26,2.53,2.62,2.79,2.18
4810,develop,0.771,0.67,0.821,geliştirmek,2.51,1.3,1.27,1.34,1.27
4811,developer,0.844,0.653,0.864,geliştirici,2.43,1.3,1.28,1.33,1.29
4812,developing,0.833,0.587,0.714,gelişmekte,2.24,1.35,1.32,1.39,1.33
4813,development,0.827,0.5,0.796,gelişim,2.6,1.32,1.3,1.38,1.28
4814,deviant,0.094,0.589,0.398,sapkın,1.25,2.5,2.46,2.63,2.31
4815,deviate,0.173,0.562,0.269,sapmak,1.7,1.5,1.46,1.51,1.51
4816,deviating,0.354,0.634,0.536,sapma,1.71,1.47,1.41,1.47,1.49
4817,deviation,0.105,0.513,0.336,sapma,1.65,1.54,1.49,1.52,1.57
4818,device,0.562,0.404,0.627,cihaz,1.84,1.37,1.32,1.39,1.38
4819,devil,0.161,0.9,0.611,şeytan,1.31,2.43,2.21,2.49,2.32
4820,deviled,0.347,0.559,0.358,şeytani,1.33,2.32,2.07,2.27,2.32
4821,devilish,0.073,0.865,0.49,şeytani,1.4,2.4,2.2,2.5,2.23
4822,devious,0.25,0.519,0.259,dolambaçlı,1.33,2.38,2.1,2.3,2.46
4823,devise,0.551,0.557,0.67,tasarlamak,1.82,1.4,1.34,1.41,1.4
4824,devoid,0.219,0.436,0.3,yoksun,1.5,1.82,1.9,1.88,1.77
4825,devolution,0.345,0.434,0.425,yetki devri,1.75,1.5,1.44,1.52,1.49
4826,devolve,0.367,0.427,0.596,devretmek,1.48,1.85,1.75,1.79,1.92
4827,devote,0.802,0.49,0.642,adamak,2.33,1.31,1.29,1.35,1.3
4828,devoted,0.867,0.32,0.698,adanmış,2.64,1.3,1.29,1.35,1.25
4829,devotee,0.816,0.461,0.577,adanmış,2.0,1.37,1.33,1.39,1.36
4830,devotion,0.802,0.561,0.673,özveri,3.08,1.26,1.26,1.33,1.21
4831,devotional,0.74,0.394,0.655,adanmışlık,2.62,1.29,1.27,1.34,1.26
4832,devour,0.344,0.888,0.574,yutmak,1.7,1.79,1.62,1.93,1.64
4833,devout,0.62,0.357,0.464,dindar,1.8,1.43,1.37,1.44,1.44
4834,dew,0.604,0.225,0.464,çiğ,1.96,1.39,1.36,1.41,1.39
4835,dexter,0.458,0.473,0.444,dexter,1.82,1.39,1.35,1.41,1.41
4836,dexterity,0.771,0.673,0.864,el becerisi,2.8,1.3,1.29,1.37,1.25
4837,dextrose,0.333,0.402,0.323,dekstroz,1.74,1.44,1.39,1.45,1.45
4838,diabetes,0.051,0.472,0.279,diyabet,1.2,2.54,2.75,2.71,2.28
4839,diabetic,0.125,0.269,0.237,şeker hastası,1.33,2.14,2.26,2.16,2.1
4840,diabolical,0.102,0.912,0.456,şeytani,1.29,2.51,2.43,2.66,2.26
4841,diagnose,0.378,0.52,0.714,teşhis koymak,1.78,1.43,1.38,1.44,1.44
4842,diagnosis,0.571,0.5,0.819,Teşhis,1.53,1.83,1.85,1.87,1.81
4843,diagnostic,0.417,0.483,0.635,tanı,1.73,1.49,1.42,1.51,1.49
4844,diagnostics,0.54,0.44,0.75,teşhis,1.81,1.44,1.37,1.44,1.45
4845,diagonal,0.5,0.343,0.41,diyagonal,1.84,1.37,1.32,1.39,1.38
4846,diagram,0.562,0.357,0.445,diyagram,1.78,1.36,1.3,1.37,1.38
4847,dial,0.62,0.427,0.596,aramak,1.78,1.36,1.3,1.36,1.39
4848,dialect,0.635,0.422,0.526,lehçe,2.46,1.28,1.27,1.31,1.26
4849,dialectic,0.51,0.54,0.638,diyalektik,1.72,1.55,1.49,1.6,1.51
4850,dialogue,0.599,0.441,0.625,diyalog,2.99,1.27,1.27,1.32,1.23
4851,dialysis,0.194,0.567,0.407,diyaliz,1.27,2.18,2.36,2.21,2.14
4852,diameter,0.427,0.298,0.483,çap,1.79,1.39,1.34,1.4,1.4
4853,diamond,0.91,0.606,0.769,elmas,2.68,1.3,1.29,1.35,1.28
4854,diamonds,0.927,0.684,0.917,elmaslar,2.82,1.29,1.28,1.34,1.25
